CPF,Endereço do Imóvel,Tipo de Imóvel,Área do Imóvel (m²),Valor do Imóvel,Número de Quartos,Número de Banheiros,Tem Piscina?,Tem Garagem?,Tem Elevador?,Condomínio Fechado?,Valor do Condomínio,Ano de Construção,Tipo de Oferta,Data da Última Reforma
832.974.105-23,"Quadra Machado, 69
Vila Nova Cachoeirinha 1ª Seção
91240-424 Castro / RS",Apartamento,188,531476,3,3,Sim,Sim,Não,Não,810,2005,Venda,24/03/2024
521.897.634-28,"Trevo Mariana Andrade, 93
Saudade
34885-671 Garcia de Goiás / AM",Terreno,350,978950,5,6,Sim,Sim,Não,Não,1405,1989,Aluguel,26/11/2019
456.971.208-85,"Setor Luan da Mata, 73
Betânia
37090578 da Mata do Oeste / AC",Casa,244,577060,3,3,Sim,Sim,Não,Sim,1022,1986,Venda,28/02/2020
708.621.439-69,"Setor de Fogaça, 23
São Damião
04389114 Andrade / TO",Terreno,155,431210,2,4,Sim,Sim,Não,Não,1830,2011,Venda,10/11/2022
150.739.426-80,"Trecho Eduarda Leão, 83
Independência
25574466 Rodrigues / MS",Apartamento,77,349965,1,2,Sim,Sim,Sim,Sim,1572,2003,Aluguel,11/05/2025
943.150.682-33,"Trecho Maria Cassiano, 19
Vila Real 2ª Seção
79738-168 Dias / AP",Terreno,366,1631628,3,4,Não,Sim,Sim,Sim,223,1989,Venda,17/12/2020
697.084.231-22,"Colônia Andrade
Itatiaia
97797063 Abreu / SE",Apartamento,163,776043,1,2,Não,Não,Não,Não,667,2007,Aluguel,03/07/2016
740.865.213-26,"Largo Brayan Machado
Vila Havaí
00549817 Machado / AL",Casa,331,686494,3,3,Não,Não,Não,Não,554,2007,Aluguel,11/10/2024
283.569.104-98,"Quadra de da Mota, 12
Ipe
99139971 Novais do Campo / GO",Apartamento,399,1050168,5,6,Sim,Sim,Não,Sim,1014,1988,Venda,27/03/2019
821.973.640-22,"Avenida Aylla da Luz
Ernesto Nascimento
84184-585 Peixoto / AC",Terreno,342,1248300,5,6,Sim,Sim,Sim,Não,845,1992,Aluguel,13/10/2019
721.306.854-71,"Sítio Benjamin Costa, 61
Tiradentes
91556-664 Fernandes / AC",Apartamento,425,1911225,2,3,Sim,Sim,Não,Não,1576,1984,Venda,31/12/2019
259.830.476-47,"Morro Novaes, 24
Prado
50871-277 Azevedo / PB",Terreno,146,469828,2,2,Não,Não,Não,Sim,1234,1984,Aluguel,23/06/2024
921.638.547-28,"Fazenda Benicio Fonseca, 46
Califórnia
00632-929 Pacheco / CE",Terreno,352,1610048,4,4,Sim,Sim,Sim,Sim,1699,1985,Venda,03/08/2020
630.187.954-66,"Ladeira de Cavalcante, 12
Prado
86807696 Rios / MG",Casa,62,146320,4,5,Não,Não,Sim,Não,790,1992,Aluguel,24/03/2023
028.946.735-74,"Viaduto Alves, 57
Cardoso
30652636 Pastor / PR",Casa,461,2057904,5,7,Não,Não,Sim,Não,1521,1989,Aluguel,16/06/2022
594.872.160-49,"Estrada Pimenta, 83
Frei Leopoldo
74578531 da Luz da Serra / AP",Terreno,124,349680,4,5,Sim,Sim,Sim,Sim,301,2014,Venda,08/11/2016
023.695.871-21,"Chácara de Abreu, 71
Sion
93368-490 Albuquerque do Sul / RR",Casa,268,672144,2,4,Sim,Sim,Sim,Não,1078,2011,Venda,10/05/2017
605.492.381-15,"Distrito Monteiro, 6
Cidade Jardim Taquaril
46883-045 Rios / AL",Terreno,471,1964070,4,6,Sim,Sim,Não,Não,1196,1986,Aluguel,19/12/2024
209.631.754-16,"Passarela Yago Aparecida, 37
Atila De Paiva
62390561 Vieira do Campo / CE",Casa,448,1352064,4,4,Sim,Sim,Sim,Sim,1030,2016,Venda,13/09/2019
682.590.143-51,"Colônia Marques, 51
João Pinheiro
88285715 Cunha de Moreira / PA",Apartamento,498,1568700,5,7,Não,Sim,Sim,Não,1198,1996,Venda,29/08/2024
024.178.953-23,"Favela Samuel Moreira, 80
Jardim América
80010675 Souza / PR",Apartamento,376,1088896,1,3,Não,Sim,Não,Sim,676,1996,Venda,14/08/2020
629.801.453-51,"Largo de Moreira, 72
Buritis
61798794 Fernandes / AM",Terreno,248,505176,3,4,Sim,Sim,Sim,Não,633,1983,Venda,16/11/2017
184.703.952-97,"Colônia de Ribeiro, 32
Vila Copacabana
13878-395 Moreira / MS",Casa,193,413020,2,4,Sim,Sim,Sim,Não,414,2005,Aluguel,24/05/2026
478.095.316-20,"Passarela de Costa
Vila Formosa
98519649 Moura / PE",Terreno,62,185070,5,5,Sim,Sim,Não,Não,433,2022,Venda,01/12/2016
640.281.795-30,"Aeroporto de Fernandes, 7
Pedreira Padro Lopes
96873131 Moreira / MG",Terreno,231,703857,5,5,Não,Sim,Não,Não,334,2002,Aluguel,04/03/2017
150.247.689-49,"Praia Rodrigues, 62
Grota
42135-119 Moura de Minas / BA",Apartamento,254,1248664,4,6,Sim,Sim,Sim,Não,280,2014,Venda,12/07/2018
813.596.024-70,"Rua Gonçalves, 93
Vila Jardim Alvorada
11876266 Silva da Mata / RR",Casa,401,935934,2,3,Não,Sim,Não,Sim,868,1998,Aluguel,06/11/2019
861.723.594-28,"Feira Machado, 52
Lindéia
21414503 Costela dos Dourados / MA",Casa,346,1137648,1,1,Sim,Sim,Não,Sim,1553,2004,Venda,30/10/2017
154.902.768-94,"Colônia de Gonçalves, 591
Gameleira
57761-480 Cardoso / TO",Apartamento,90,346410,4,4,Sim,Sim,Sim,Não,991,2002,Aluguel,19/02/2024
694.370.851-10,"Estrada Garcia
Alto Vera Cruz
08168-666 Abreu de Pimenta / TO",Casa,61,178608,2,3,Sim,Sim,Não,Sim,1271,1987,Aluguel,03/01/2023
763.198.025-02,"Travessa Cassiano, 21
Ouro Minas
11459-877 Peixoto / MT",Terreno,54,248832,2,4,Não,Sim,Não,Não,827,1989,Aluguel,06/01/2020
150.983.726-40,"Favela de Castro, 68
Engenho Nogueira
33384072 Pereira do Campo / MT",Casa,193,916750,5,6,Sim,Sim,Sim,Não,846,2021,Venda,05/06/2022
854.613.029-98,"Sítio de Barros, 92
Europa
99056-280 Silveira dos Dourados / PE",Terreno,461,2090635,1,2,Sim,Sim,Não,Sim,1385,2000,Venda,23/07/2016
638.509.274-74,"Residencial Cunha, 155
Leticia
55648728 Campos de Lima / AL",Apartamento,151,654283,2,3,Não,Não,Não,Sim,490,1985,Venda,24/03/2018
189.560.372-21,"Trecho Ana Clara Casa Grande, 22
Vila Real 2ª Seção
00382-263 Alves do Oeste / BA",Apartamento,445,1485410,4,6,Não,Sim,Não,Sim,542,1985,Venda,10/02/2018
679.184.035-84,"Conjunto André da Conceição, 67
Minas Brasil
25646670 Oliveira de Moraes / PR",Terreno,448,1287552,3,3,Não,Sim,Não,Sim,1217,1998,Aluguel,11/04/2025
193.057.862-86,"Vereda Aylla Barbosa, 6
Santa Monica
94766-324 Lima / SP",Apartamento,112,546336,4,4,Sim,Sim,Não,Sim,700,2020,Aluguel,19/09/2023
415.283.609-15,"Colônia João Felipe Ribeiro, 6
Cabana Do Pai Tomás
07023765 Borges / ES",Apartamento,207,735678,1,1,Sim,Sim,Sim,Sim,1368,2005,Aluguel,28/11/2019
914.506.832-15,"Conjunto de da Paz, 64
Liberdade
37501117 Guerra da Praia / AP",Casa,345,773145,4,4,Não,Não,Sim,Sim,997,2010,Venda,05/07/2016
253.780.149-05,"Quadra Sousa
Vila Fumec
71436-460 Silva Paulista / MT",Casa,263,1005712,2,2,Não,Não,Sim,Sim,1234,1987,Aluguel,18/11/2020
075.839.614-75,"Pátio de Novais, 50
Penha
02933-415 Borges de Martins / DF",Apartamento,68,163608,2,3,Não,Sim,Sim,Sim,757,2020,Aluguel,19/10/2025
143.562.908-60,"Distrito de Macedo
Oeste
21515-030 da Costa de Costela / GO",Apartamento,193,486939,5,7,Sim,Sim,Sim,Não,279,1987,Venda,22/11/2021
473.692.851-46,"Rua João Felipe Nunes, 58
Vitoria
85345638 Machado / AM",Apartamento,188,930412,2,4,Não,Sim,Não,Sim,764,2013,Venda,29/01/2024
713.956.208-30,"Alameda Lívia Teixeira, 4
Braúnas
22306-619 Brito / GO",Casa,108,471852,2,2,Sim,Sim,Sim,Não,1555,2006,Venda,17/07/2021
805.971.362-03,"Alameda de da Costa, 538
Suzana
03265533 Dias / CE",Terreno,500,1718500,1,3,Não,Sim,Sim,Sim,597,1988,Venda,18/12/2024
876.934.012-96,"Chácara Souza, 16
Vila Batik
78620045 Santos de Novais / RN",Terreno,191,402437,1,2,Não,Não,Não,Não,1769,2011,Venda,24/11/2019
567.432.801-35,"Largo de Nogueira, 4
Novo Tupi
86004122 Freitas de Costa / MS",Terreno,196,499604,5,7,Não,Não,Sim,Não,272,2012,Aluguel,22/11/2021
503.896.471-01,"Recanto Ana Liz Aragão, 2
Vila Da Amizade
38106128 Moraes / RS",Terreno,301,896679,1,1,Sim,Sim,Sim,Não,923,1980,Aluguel,21/10/2019
854.170.692-30,"Largo Gomes, 7
Monte São José
14107847 Peixoto dos Dourados / BA",Apartamento,292,899068,5,5,Não,Não,Não,Sim,1122,2012,Venda,09/09/2024
740.325.869-00,"Passarela Moraes, 73
Aparecida
60896-172 Novaes / AP",Casa,58,178002,1,1,Sim,Sim,Sim,Não,1717,1980,Venda,22/03/2020
309.478.265-56,"Ladeira Cirino
Grota
75142386 Aragão das Flores / PE",Casa,142,466328,4,6,Sim,Sim,Não,Sim,1791,2014,Venda,29/11/2024
567.382.401-71,"Avenida Agatha Vieira, 195
Milionario
42040-145 Pires de da Mata / AP",Casa,375,904125,2,4,Sim,Sim,Não,Sim,221,2022,Venda,11/09/2024
720.381.546-35,"Passarela de Silva, 9
Serra Do Curral
26160494 Silveira / PI",Terreno,127,612267,5,6,Não,Não,Não,Não,1935,2020,Venda,15/06/2025
543.071.629-43,"Morro da Conceição, 87
Vila São Rafael
95568346 Albuquerque / AL",Apartamento,326,1410928,2,2,Não,Sim,Sim,Não,866,1988,Aluguel,05/12/2025
426.039.857-10,"Recanto Maria Eduarda Ramos, 456
Penha
08155-935 Pimenta de Araújo / PA",Casa,493,2220965,4,6,Não,Não,Não,Sim,1313,1995,Venda,25/09/2020
349.615.287-73,"Estação de Pacheco
Nova Granada
60709765 Guerra / RN",Terreno,74,213712,1,2,Não,Não,Sim,Sim,322,2007,Aluguel,25/06/2020
176.934.208-78,"Colônia Theodoro Lima, 702
Conjunto Paulo Vi
77006450 Guerra de Minas / SP",Casa,295,1392105,3,5,Não,Sim,Não,Sim,1928,1990,Venda,19/03/2020
982.756.431-55,"Residencial Sales, 5
Conjunto Califórnia I
74488-291 Silveira / BA",Casa,277,602752,2,2,Não,Sim,Sim,Sim,1091,2008,Venda,26/03/2017
694.820.137-78,"Praia Peixoto, 49
Conjunto Jatoba
11543-971 Barros / SE",Terreno,180,803160,3,4,Não,Não,Sim,Não,1956,2001,Venda,08/08/2024
806.231.749-87,"Feira Pires, 51
Horto Florestal
39674-914 Rodrigues da Mata / RO",Terreno,153,520047,2,4,Sim,Sim,Não,Sim,603,2009,Venda,13/12/2020
578.091.243-23,"Recanto Arthur Miguel Fogaça, 8
Barro Preto
94991122 Silveira / MG",Casa,494,1950806,1,3,Sim,Sim,Não,Sim,1520,2008,Aluguel,15/05/2026
574.803.921-41,"Alameda Ana Vitória Mendonça
João Paulo Ii
01565765 Cardoso / RN",Apartamento,364,1127308,3,5,Sim,Sim,Sim,Sim,974,2005,Aluguel,20/10/2023
017.946.385-39,"Estrada das Neves, 68
Jardim Felicidade
34326-045 Fogaça / MG",Casa,190,405840,5,7,Não,Sim,Não,Não,1337,1999,Venda,15/01/2020
485.093.276-29,"Estação Cunha, 1
Nova Cintra
50834023 Garcia / SP",Apartamento,242,1057782,5,7,Não,Não,Não,Sim,365,1980,Aluguel,15/03/2017
173.925.846-00,"Praia Pinto, 57
Cônego Pinheiro 2ª Seção
67088973 da Rocha / AM",Apartamento,206,718116,5,6,Sim,Sim,Não,Sim,532,1980,Venda,24/03/2019
279.586.413-46,"Conjunto Henrique Andrade, 88
Vila Fumec
66535-716 Gomes de Sá / RJ",Casa,85,290700,4,6,Sim,Sim,Sim,Não,1449,2021,Aluguel,05/02/2021
390.876.152-21,"Trecho de Guerra, 832
Urca
56378-559 Dias da Serra / RO",Apartamento,318,1055760,4,5,Sim,Sim,Sim,Sim,1680,2004,Aluguel,16/06/2022
497.058.263-74,"Quadra Nina Souza
Penha
57935601 Vasconcelos / AC",Casa,77,178409,4,5,Não,Não,Não,Não,454,2016,Venda,12/03/2026
316.405.879-93,"Lago de Monteiro, 5
Europa
29164-085 Dias de Albuquerque / PE",Apartamento,373,1246193,5,6,Não,Não,Sim,Não,545,1980,Aluguel,01/12/2018
284.367.015-26,"Setor das Neves, 184
Universo
11712812 Azevedo Paulista / PR",Terreno,358,902160,2,2,Não,Sim,Não,Sim,1479,2017,Venda,19/02/2025
079.123.546-70,"Aeroporto Liam Pereira, 1
Alípio De Melo
34179-326 Sousa Paulista / MS",Terreno,426,1481628,3,5,Sim,Sim,Não,Não,1165,1992,Venda,02/07/2024
540.837.296-00,"Feira Breno Ribeiro, 41
Vila Real 1ª Seção
79852407 Santos Grande / RO",Casa,103,411897,2,3,Não,Sim,Sim,Sim,606,1986,Aluguel,26/12/2019
409.168.527-76,"Aeroporto Esther Monteiro, 7
Flavio De Oliveira
98210-841 da Conceição / PB",Casa,308,912604,4,4,Não,Não,Não,Sim,1487,1992,Aluguel,24/06/2023
479.108.235-41,"Lago de da Costa
Mantiqueira
40222922 Montenegro da Serra / AC",Casa,149,491849,5,5,Não,Sim,Sim,Sim,1533,2018,Aluguel,10/08/2025
041.837.592-50,"Sítio Pimenta, 400
Sion
29419733 Oliveira / AC",Casa,375,1635375,2,2,Não,Sim,Sim,Não,1235,2019,Venda,20/02/2023
048.762.315-08,"Feira da Mata, 149
Barreiro
20783-004 Albuquerque / RN",Terreno,307,1140198,5,5,Sim,Sim,Sim,Não,1602,1992,Aluguel,01/12/2018
192.307.586-12,"Passarela Montenegro, 4
Serra
53479-858 Cardoso Verde / RO",Apartamento,203,477659,3,3,Não,Não,Sim,Sim,1794,1988,Aluguel,24/01/2024
091.543.786-48,"Viela Guerra, 12
Conjunto Taquaril
60266-212 Ribeiro de Pimenta / PR",Terreno,287,1119300,2,4,Não,Sim,Não,Não,482,2008,Venda,25/09/2020
914.285.307-97,"Morro Catarina Pacheco, 9
Xodo-Marize
01790-518 Araújo / TO",Apartamento,470,1840050,5,7,Não,Não,Não,Sim,1929,2003,Venda,22/04/2017
817.430.965-93,"Vila de Lima, 338
Vila Copacabana
94052-013 Guerra da Serra / DF",Casa,224,583296,1,2,Não,Sim,Não,Não,1748,1989,Venda,02/11/2018
923.746.085-65,"Loteamento Davi Luiz Lopes, 3
Milionario
22046338 Andrade / RJ",Casa,305,647820,4,4,Não,Sim,Sim,Sim,884,2023,Venda,02/10/2025
054.392.716-43,"Núcleo Kaique Rodrigues, 340
Nova Suíça
96058-199 Fernandes / MA",Terreno,149,425544,5,5,Sim,Sim,Não,Não,725,2000,Venda,06/10/2017
265.139.078-02,"Viela de Moraes, 1
Conjunto Jatoba
01711849 Leão / AP",Apartamento,210,538440,5,6,Sim,Sim,Sim,Não,1066,2003,Aluguel,11/02/2020
938.105.276-02,"Colônia Ravi Lucca Campos, 6
São Bernardo
99705249 Farias / TO",Apartamento,77,357742,2,3,Sim,Sim,Sim,Sim,351,1989,Aluguel,26/02/2019
108.342.756-35,"Chácara Maria Liz Peixoto, 87
Coqueiros
16240392 Duarte / TO",Terreno,500,1986000,4,5,Sim,Sim,Sim,Não,377,1996,Venda,17/05/2023
639.147.280-78,"Quadra de Casa Grande, 11
Conjunto Santa Maria
86746356 Vargas da Prata / RS",Casa,205,921065,5,7,Não,Não,Sim,Não,265,1993,Aluguel,27/10/2017
924.816.305-05,"Rua Olivia Moura, 181
Monsenhor Messias
57262-968 Castro / TO",Casa,351,1082133,2,4,Sim,Sim,Não,Não,1246,1984,Aluguel,26/11/2025
243.659.108-33,"Campo de Barbosa, 4
Confisco
76703680 Santos / SC",Terreno,183,380091,5,6,Não,Não,Não,Sim,1889,2007,Venda,02/10/2024
870.125.649-11,"Parque Benício Pires, 24
Ernesto Nascimento
30685-237 Duarte / SE",Casa,117,519714,2,2,Sim,Sim,Não,Sim,1198,2023,Aluguel,08/08/2016
780.536.294-74,"Colônia Barbosa, 26
Aparecida 7ª Seção
53408432 Fonseca / TO",Apartamento,259,831131,1,1,Não,Sim,Não,Sim,392,2012,Aluguel,03/09/2021
402.957.318-50,"Distrito Brito, 94
Vera Cruz
19174-995 Gonçalves de Pereira / RS",Casa,135,324405,4,5,Sim,Sim,Sim,Sim,1227,2000,Venda,23/05/2019
271.695.803-30,"Morro Stephany Mendes, 25
Biquinhas
01508-685 Nascimento de Silveira / CE",Apartamento,117,343746,3,5,Sim,Sim,Sim,Não,1407,1995,Venda,28/11/2019
387.920.645-74,"Residencial de Pires, 269
Horto
60793-219 Peixoto da Praia / SE",Apartamento,330,1454310,5,6,Não,Não,Sim,Não,1709,2010,Aluguel,12/05/2021
154.370.829-32,"Lago de Viana, 82
Vila Esplanada
00618-268 Melo do Campo / PE",Casa,449,1783877,3,5,Sim,Sim,Sim,Não,344,1981,Aluguel,17/08/2021
561.480.937-66,"Campo Camargo, 77
Buritis
58919702 Pires Verde / CE",Casa,100,441200,4,4,Não,Não,Sim,Sim,777,2005,Venda,23/06/2023
370.491.825-32,"Praia de Lopes
Vila Nova
26876-690 Lima de Fonseca / PR",Apartamento,405,1091880,4,4,Não,Não,Não,Não,1417,1993,Venda,27/10/2025
238.497.061-50,"Parque Vinicius Porto, 211
Rio Branco
33252-345 Cavalcanti / SC",Terreno,373,1342427,5,5,Não,Sim,Sim,Sim,1919,2023,Venda,01/05/2022
516.783.940-84,"Via Vasconcelos, 72
Beira Linha
03266-142 Costa / BA",Terreno,158,317580,1,3,Sim,Sim,Não,Sim,898,2014,Aluguel,07/01/2019
129.876.405-01,"Vereda Joaquim Caldeira, 517
João Pinheiro
72086531 das Neves / MG",Casa,444,1569984,1,2,Sim,Sim,Não,Sim,343,1987,Aluguel,19/04/2019
976.314.208-31,"Loteamento Ana Luiza Rocha, 434
Guarani
64207064 Vieira / PR",Apartamento,310,1474050,1,2,Não,Sim,Não,Sim,1394,2013,Venda,24/12/2018
743.156.029-06,"Sítio Rocha
Álvaro Camargos
22370-162 da Cruz / MA",Casa,445,1375050,1,1,Sim,Sim,Sim,Não,1256,2013,Venda,12/12/2018
824.013.976-04,"Condomínio Fernandes, 14
Ademar Maldonado
99270786 da Cruz de da Rosa / MT",Terreno,403,1915459,3,5,Não,Não,Não,Sim,692,2005,Venda,27/03/2026
047.568.312-90,"Setor Gonçalves, 47
Centro
87679-844 Cunha Verde / MS",Apartamento,232,570488,4,6,Não,Não,Não,Sim,1778,2019,Aluguel,27/06/2021
437.860.592-92,"Loteamento de Nunes
São Paulo
14636-599 Lima / RN",Casa,301,1235906,2,3,Não,Não,Sim,Sim,1980,1980,Venda,27/10/2016
129.604.873-03,"Loteamento Dante Monteiro, 38
Barroca
81975567 Marques Paulista / BA",Terreno,126,532350,4,5,Não,Sim,Não,Sim,422,2000,Aluguel,07/07/2022
859.371.460-93,"Residencial Gael Mendes, 46
Conjunto Serra Verde
68560-312 Pinto Grande / MS",Casa,469,1274742,5,7,Sim,Sim,Sim,Não,1148,1980,Aluguel,21/06/2022
427.691.530-99,"Fazenda de da Mota
Lorena
78000-816 da Conceição / PE",Terreno,174,852252,5,7,Não,Sim,Sim,Sim,1909,2020,Aluguel,24/10/2025
082.974.365-00,"Parque Asafe Camargo
Novo Das Industrias
04027123 das Neves de Goiás / AL",Apartamento,226,652236,5,7,Sim,Sim,Não,Não,1775,2019,Venda,10/09/2025
657.283.419-00,"Trecho de Barros, 77
Vila Sesc
65250836 da Conceição do Oeste / PB",Apartamento,186,804264,2,3,Não,Não,Sim,Sim,724,2001,Aluguel,27/07/2022
831.079.542-41,"Avenida de Teixeira, 51
Vila Nova Paraíso
24384270 Rodrigues das Pedras / PB",Apartamento,413,858214,2,3,Sim,Sim,Sim,Não,729,1982,Aluguel,01/01/2026
610.825.743-17,"Jardim de Alves, 36
Nazare
76984034 Abreu Grande / MA",Apartamento,110,278190,5,5,Não,Não,Sim,Sim,1398,1984,Venda,12/05/2026
571.936.284-37,"Alameda de Cunha, 715
Goiania
12481355 Barros do Oeste / AL",Terreno,275,930050,5,6,Não,Sim,Não,Sim,1301,1993,Aluguel,18/10/2021
586.190.243-70,"Residencial Rezende, 87
Vila União
45817-067 da Paz do Oeste / RN",Terreno,255,684675,1,2,Não,Não,Não,Não,1532,1982,Venda,06/01/2025
270.194.635-25,"Trecho da Mota, 864
Nazare
45933-630 da Conceição / GO",Casa,410,1967180,1,3,Não,Não,Sim,Não,1990,2008,Aluguel,11/08/2016
056.178.234-26,"Feira Almeida, 98
Vila Real 1ª Seção
56709-373 Barbosa / PR",Casa,225,943425,4,5,Não,Sim,Não,Sim,569,2016,Aluguel,09/05/2018
527.963.041-16,"Viaduto Fernandes, 191
João Paulo Ii
52359-868 Viana da Mata / MS",Apartamento,62,230578,3,3,Não,Sim,Sim,Não,1761,1987,Venda,12/06/2019
504.189.673-93,"Vale Rezende, 7
Salgado Filho
02591-417 Dias / PI",Casa,257,1277804,1,1,Não,Sim,Não,Sim,1730,2009,Aluguel,14/01/2024
624.895.071-76,"Núcleo Rezende, 5
Beira Linha
10997904 Sampaio de Minas / PE",Apartamento,354,1460604,3,5,Sim,Sim,Sim,Não,828,2017,Aluguel,17/12/2018
457.920.816-11,"Campo Araújo, 32
Penha
37392538 Aparecida de Lopes / AC",Terreno,356,1641872,2,4,Sim,Sim,Não,Não,522,2008,Venda,18/11/2025
801.329.476-50,"Fazenda de Fogaça, 19
Bonfim
76713447 Rodrigues / AP",Apartamento,478,2218398,2,2,Não,Sim,Não,Não,1171,2001,Aluguel,22/01/2025
917.045.386-10,"Favela Pastor, 260
Vila Da Luz
78785-188 Machado / SP",Terreno,53,135680,4,4,Sim,Sim,Não,Não,539,1985,Aluguel,22/09/2023
083.157.249-32,"Lago de Aparecida, 527
Silveira
82597-606 Nunes / PA",Apartamento,202,895668,5,5,Não,Não,Sim,Não,1006,2019,Venda,21/02/2023
176.098.542-20,"Vila Sara Cassiano
São Salvador
25027-920 Guerra Alegre / SP",Casa,182,420420,5,5,Não,Não,Sim,Sim,1166,2010,Aluguel,05/07/2023
634.907.281-22,"Favela Ryan Casa Grande, 54
São Vicente
75189-429 Leão Grande / RN",Apartamento,438,2163720,1,1,Não,Não,Sim,Sim,1175,1995,Venda,27/02/2021
174.856.320-35,"Praça Sabrina da Rocha
Leonina
91848-684 Silveira / RR",Casa,171,553356,5,7,Sim,Sim,Não,Sim,1835,1993,Aluguel,04/10/2024
534.961.702-80,"Loteamento de Jesus, 16
Dona Clara
39397-983 Cardoso / RR",Casa,344,1604416,4,4,Sim,Sim,Sim,Sim,1099,2022,Aluguel,09/08/2021
479.160.253-61,"Rua Maria Liz Souza, 996
Ermelinda
97159-673 Teixeira / BA",Apartamento,175,421050,3,3,Não,Não,Não,Sim,1927,2002,Aluguel,24/07/2017
729.056.341-70,"Travessa Carvalho
Vila Petropolis
27405-269 Montenegro / RS",Terreno,133,658749,1,3,Não,Sim,Não,Não,413,2017,Venda,03/11/2020
742.638.910-31,"Trevo Barros, 806
Vila Real 1ª Seção
24108099 Lopes / MT",Terreno,377,1572090,2,4,Sim,Sim,Não,Sim,1892,1995,Venda,10/01/2018
014.935.827-04,"Loteamento de Cassiano, 24
Brasil Industrial
87387741 Duarte / PE",Terreno,126,301014,1,1,Sim,Sim,Não,Não,596,1984,Venda,19/03/2020
243.176.509-16,"Ladeira Fogaça, 5
Floramar
30668-521 Barbosa / AM",Casa,208,941408,3,5,Não,Não,Sim,Sim,213,2005,Venda,30/11/2023
821.609.543-06,"Estrada Rafaela Rodrigues, 665
Vila Piratininga Venda Nova
71816-899 Brito / PB",Apartamento,224,587552,1,2,Não,Sim,Não,Não,1755,1987,Venda,25/03/2021
463.579.821-64,"Sítio Pedro Ribeiro, 29
Vila Boa Vista
06278-932 Marques / PI",Terreno,399,1938741,2,3,Não,Sim,Não,Não,778,1985,Aluguel,25/09/2022
450.381.672-17,"Condomínio Nascimento, 4
Suzana
25231-223 Jesus / TO",Terreno,411,1637424,2,2,Sim,Sim,Não,Sim,1080,2013,Venda,10/08/2023
864.571.923-19,"Recanto Vargas
Vila Betânia
01758-040 Rocha de Minas / RS",Terreno,258,725754,5,6,Sim,Sim,Não,Não,692,1985,Aluguel,14/04/2019
403.629.187-40,"Setor da Cruz, 9
Taquaril
09057036 Pimenta do Sul / RJ",Terreno,290,1154200,4,4,Não,Não,Não,Não,1041,1991,Venda,30/09/2023
629.147.508-11,"Ladeira Ramos, 6
Nossa Senhora Da Conceição
60593571 da Cruz / MG",Apartamento,416,1998880,5,7,Sim,Sim,Sim,Não,730,1980,Venda,07/11/2025
750.931.684-75,"Residencial Duarte, 401
Caetano Furquim
99757010 Novais Paulista / AP",Terreno,63,237825,5,5,Sim,Sim,Sim,Não,1075,1981,Venda,13/08/2016
209.457.861-58,"Travessa de Mendes, 722
Piratininga
19864-419 Lima da Mata / SE",Casa,82,313732,5,6,Não,Sim,Não,Sim,1441,1988,Venda,02/02/2022
560.274.819-94,"Largo de Fogaça, 33
Silveira
55765-874 Alves / MS",Apartamento,180,770400,3,4,Não,Sim,Não,Não,1885,1981,Venda,28/04/2025
805.697.243-92,"Feira Juan Pacheco, 72
Bela Vitoria
74489612 Marques da Mata / RO",Terreno,332,777212,4,4,Não,Não,Não,Não,1227,2022,Venda,13/08/2023
974.012.658-85,"Residencial da Paz, 45
Nova Esperança
83315475 Jesus / PE",Terreno,162,534924,3,4,Sim,Sim,Não,Sim,1377,1983,Venda,25/07/2022
723.956.410-06,"Área Rios, 8
Aparecida 7ª Seção
49836-399 da Mata do Campo / GO",Apartamento,308,1344728,5,5,Sim,Sim,Não,Não,1302,1998,Venda,01/04/2021
671.825.903-95,"Passarela Cunha, 14
Prado
98386-484 Macedo da Serra / PE",Terreno,58,219530,1,2,Sim,Sim,Não,Sim,983,2009,Aluguel,19/11/2018
692.587.034-56,"Travessa de Fonseca, 58
Vila Piratininga Venda Nova
60126-301 Rios / PR",Terreno,245,802130,1,2,Sim,Sim,Não,Não,253,1985,Venda,03/04/2023
319.452.708-88,"Trevo Benício Vargas, 964
São José
96301-132 da Conceição de Andrade / AC",Casa,389,1001286,5,6,Sim,Sim,Sim,Sim,1517,2006,Venda,06/08/2021
837.695.240-47,"Estrada Melo, 12
Vila Engenho Nogueira
00139184 Pereira / SC",Terreno,474,2064744,1,1,Não,Sim,Não,Não,1159,2002,Aluguel,21/06/2023
583.916.702-95,"Aeroporto Ísis Peixoto, 58
Vila Piratininga Venda Nova
64060-793 Leão da Mata / AP",Casa,248,1167584,3,4,Não,Sim,Não,Sim,1685,2002,Venda,01/11/2018
093.782.641-31,"Vila Beatriz Garcia, 57
Tupi A
37913-104 Freitas de Goiás / AM",Casa,153,738990,3,3,Não,Sim,Sim,Não,1880,1982,Venda,13/01/2017
098.241.536-24,"Trecho de Azevedo, 523
Conjunto Jatoba
03977-118 Farias / TO",Casa,204,465936,3,3,Não,Não,Sim,Não,633,2005,Aluguel,01/07/2019
328.071.596-21,"Recanto José Peixoto
Lagoa
34490495 Silva / RR",Terreno,320,1317440,2,4,Não,Sim,Sim,Sim,1097,2009,Venda,15/07/2022
560.741.823-53,"Praça Calebe Gomes
Vila Antena Montanhês
57501-746 Garcia de Moura / MG",Terreno,72,344664,2,3,Não,Não,Sim,Não,1900,1995,Venda,24/06/2021
